AAE,ALG,409.468
AAE,CDG,1420.67
AAE,IST,1870.48
AAE,LYS,1015.65
AAE,MRS,767.653
AAE,ORN,767.612
AAE,ORY,1395.37
AAL,AAR,99.8986
AAL,AGP,2506.84
AAL,ALC,2226.11
AAL,AMS,623.925
AAL,ARN,549.349
AAL,BCN,1842.09
AAL,BLL,156.383
AAL,CPH,238.283
AAL,IST,2247.18
AAL,LGW,928.284
AAL,OSL,352.331
AAL,PMI,2017.46
AAL,SVG,317.676
AAN,CCJ,2596.92
AAN,PEW,1882.33
AAQ,DME,1157.82
AAQ,LED,1711.91
AAQ,SVO,1219.88
AAR,AAL,99.8986
AAR,AGP,2457.74
AAR,BMA,550.235
AAR,CPH,147.737
AAR,GOT,181.896
AAR,OSL,433.894
AAR,PMI,1949.69
AAR,STN,835.003
AAT,URC,443.077
AAX,POJ,110.587
AAY,SAH,854.673
ABA,DME,3366.3
ABA,IKT,884.069
ABA,NSK,1743.78
ABA,SVO,3374.84
ABB,ABV,4278.05
ABB,LOS,4573.59
ABD,MHD,1243.77
ABD,SYZ,430.216
ABD,THR,657.464
ABE,ATL,1113.75
ABE,CLT,773.278
ABE,DTW,681.798
ABE,MYR,834.409
ABE,ORD,1050.39
ABE,PGD,1641.27
ABE,PHL,88.3864
ABE,PIE,1564.02
ABE,SFB,1421.82
ABI,DFW,253.333
ABJ,ACC,417.911
ABJ,ALG,3569.78
ABJ,BKO,921.402
ABJ,BOY,657.411
ABJ,BRU,5134.85
ABJ,CDG,4903.21
ABJ,CKY,1170.57
ABJ,CMN,3148.16
ABJ,COO,708.648
ABJ,DKR,1819.66
ABJ,DLA,1518.76
ABJ,FNA,1088.87
ABJ,IST,5134.2
ABJ,LBV,1574.24
ABJ,LFW,581.961
ABJ,LOS,814.806
ABJ,NBO,4596.02
ABJ,ORY,4869.43
ABJ,OUA,831.929
ABJ,ROB,720.205
ABJ,TUN,3796.6
ABL,OTZ,207.442
ABL,SHG,38.7475
ABM,CNS,749.616
ABQ,ATL,2038.35
ABQ,BWI,2682.06
ABQ,CNM,370.684
ABQ,DAL,932.079
ABQ,DEN,562.656
ABQ,DFW,913.83
ABQ,HOU,1220.63
ABQ,IAH,1195.7
ABQ,JFK,2931.46
ABQ,LAM,98.2981
ABQ,LAS,781.121
ABQ,LAX,1087.56
ABQ,MCI,1154.2
ABQ,MDW,1800.95
ABQ,MSP,1577.04
ABQ,OAK,1427.2
ABQ,ORD,1795.93
ABQ,PDX,1786.61
ABQ,PHX,527.661
ABQ,SAN,1009.21
ABQ,SEA,1897.33
ABQ,SFO,1439.28
ABQ,SLC,793.568
ABR,MSP,412.451
ABS,ASW,215.522
ABT,DMM,1079.09
ABT,JED,299.711
ABT,RUH,733.902
ABV,ABB,511.417
ABV,ACC,902.424
ABV,ADD,3462.46
ABV,BNI,350.805
ABV,CAI,3435.06
ABV,CBQ,463.889
ABV,CDG,4470.13
ABV,COO,613.017
ABV,ENU,283.521
ABV,FRA,4562.71
ABV,GMO,283.521
ABV,IBA,405.129
ABV,ILR,310.815
ABV,KAN,365.156
ABV,LFW,733.708
ABV,LHR,4774.96
ABV,LOS,511.417
ABV,NDJ,917.695
ABV,NIM,744.505
ABV,PHC,445.159
ABV,QOW,398.098
ABV,QRW,457.14
ABV,SKO,489.218
ABV,SSG,605.383
ABV,YOL,567.969
ABX,MEL,259.331
ABX,SYD,450.843
ABY,ATL,234.667
ABZ,AMS,703.275
ABZ,BGO,548.27
ABZ,BHD,367.318
ABZ,BHX,528.745
ABZ,BRS,647.953
ABZ,CDG,963.588
ABZ,CPH,928.629
ABZ,DUB,492.891
ABZ,EBJ,687.092
ABZ,EMA,489.156
ABZ,FRA,1064.59
ABZ,HUY,419.849
ABZ,KOI,199.615
ABZ,KSU,857.927
ABZ,LBA,372.485
ABZ,LCY,649.955
ABZ,LGW,685.645
ABZ,LHR,646.349
ABZ,LSI,302.225
ABZ,LTN,603.944
ABZ,MAN,427.928
ABZ,MME,303.231
ABZ,NCL,242.709
ABZ,NWI,550.024
ABZ,OSL,835.308
ABZ,RIX,1572.71
ABZ,SVG,497.01
ABZ,SYY,270.106
ABZ,WIC,149.475
ACA,IAH,1537.77
ACA,MEX,306.509
ACA,MTY,1003.8
ACA,TIJ,2464.2
ACA,TLC,287.571
ACC,ABJ,417.911
ACC,ABV,902.424
ACC,ADD,4312.08
ACC,AMS,5212.87
ACC,BEY,4829.52
ACC,CAI,4282.92
ACC,CMN,3180.99
ACC,COO,294.259
ACC,DKR,2148.78
ACC,DXB,6288.97
ACC,FCO,4208.8
ACC,FNA,1475.85
ACC,FRA,5006.17
ACC,IST,4874.34
ACC,JFK,8221.49
ACC,JNB,4673.63
ACC,KMS,200.002
ACC,LFW,169.108
ACC,LHR,5100.84
ACC,LIS,3798.04
ACC,LOS,400.511
ACC,MAD,3894.22
ACC,MLW,1173.87
ACC,NBO,4190.51
ACC,NYI,308.552
ACC,OUA,764.743
ACC,ROB,1129.79
ACC,TKD,194.726
ACC,TML,446.094
ACC,WDH,3665.48
ACE,AMS,3005.89
ACE,BCN,1974.13
ACE,BFS,2920.18
ACE,BGY,2757.69
ACE,BHX,2790.18
ACE,BIO,1859.37
ACE,BLK,2891
ACE,BLQ,2795.71
ACE,BOH,2619.75
ACE,BRE,3243.85
ACE,BRS,2654.16
ACE,BVA,2640.33
ACE,CGN,2989.91
ACE,CRL,2831.02
ACE,DUB,2786.49
ACE,DUS,3006.73
ACE,EDI,3110.34
ACE,EIN,2957.14
ACE,EMA,2840.22
ACE,FKB,2875.41
ACE,FRA,2994.06
ACE,FUE,60.315
ACE,GLA,3081.23
ACE,HAJ,3239.29
ACE,HAM,3345.83
ACE,HHN,2922.51
ACE,LBA,2935.41
ACE,LEJ,3292.72
ACE,LGW,2710.19
ACE,LPA,207.455
ACE,LPL,2850.18
ACE,LTN,2774.97
ACE,LUX,2844.23
ACE,MAD,1575.75
ACE,MAN,2866.99
ACE,MUC,3058.01
ACE,NCL,3054.04
ACE,NOC,2802.98
ACE,NRN,3004.24
ACE,ORK,2580.91
ACE,OVD,1759.59
ACE,PAD,3121
ACE,PIK,3039.89
ACE,SCQ,1619.26
ACE,SDR,1831.07
ACE,SNN,2669.43
ACE,STN,2796.01
ACE,STR,2931.91
ACE,SVQ,1183.34
ACE,SXF,3427.38
ACE,TFN,271.758
ACE,TXL,3427.66
ACE,ZAZ,1812.56
ACE,ZRH,2806.4
ACH,EBA,528.054
ACH,VIE,527.942
ACI,GCI,41.0959
ACI,SOU,151.152
ACK,BOS,146.299
ACK,EWB,88.2934
ACK,HPN,306.022
ACK,HYA,49.792
ACK,MVY,48.8503
ACK,TEB,338.419
ACR,LCR,69.5753
ACR,SVI,401.151
ACT,DFW,144.087
ACU,PAC,174.824
ACV,CEC,89.8292
ACV,SFO,402.185
ACV,SMF,332.598
ACX,CAN,866.207
ACX,CKG,541.058
ACX,KWE,244.951
ACX,NAY,1950.67
ACX,PVG,1781.57
ACY,BOS,441.014
ACY,DTW,798.865
ACY,FLL,1576.11
ACY,IAH,2162.89
ACY,MCO,1373.47
ACY,MYR,750.596
ACY,ORD,1156.35
ACY,RSW,1583.67
ACY,TPA,1472.1
ACZ,MHD,1243.77
ADA,ADB,729.729
ADA,AYT,398.219
ADA,EBL,779.137
ADA,ECN,258.854
ADA,ESB,402.276
ADA,IST,713.564
ADA,JED,1742.09
ADA,SAW,675.236
ADA,TZX,592.275
ADA,VAN,726.923
ADB,ADA,729.729
ADB,AMS,2326.89
ADB,ARN,2463.48
ADB,ASR,727.006
ADB,ATH,283.807
ADB,AYT,356.418
ADB,BHX,2723.29
ADB,BRE,2161.85
ADB,BRU,2261.97
ADB,BSL,1894.65
ADB,CDG,2295.36
ADB,CGN,2101.26
ADB,CPH,2208.64
ADB,DIY,1141.42
ADB,DTM,2116.3
ADB,DUB,3044.53
ADB,DUS,2149.42
ADB,ECN,663.781
ADB,ESB,542.696
ADB,EZS,1056.51
ADB,FRA,1966.77
ADB,GNY,1034.31
ADB,GZT,920.801
ADB,HAJ,2073.25
ADB,HAM,2149.1
ADB,HEL,2453.88
ADB,HTY,834.495
ADB,IST,330.521
ADB,LGW,2567.2
ADB,LUX,2085.45
ADB,LYS,1993.14
ADB,MAN,2796.7
ADB,MQM,1189.46
ADB,MUC,1666.96
ADB,NTE,2529.85
ADB,SAW,343.464
ADB,STN,2574
ADB,STR,1844.05
ADB,SXB,1936.53
ADB,TXL,1913.26
ADB,TZX,1121.47
ADB,VAS,857.979
ADB,VIE,1385.88
ADB,ZRH,1819.93
ADD,ABV,3462.46
ADD,ACC,4312.08
ADD,AMH,352.873
ADD,ASO,476.309
ADD,AXU,574.758
ADD,BAH,2292.22
ADD,BEY,2783.12
ADD,BJR,334.164
ADD,BKK,6757.86
ADD,BKO,5116.06
ADD,BOM,3834.7
ADD,CAI,2473.55
ADD,CAN,8038.05
ADD,CDG,5580.73
ADD,COO,4021.9
ADD,DAR,1763.67
ADD,DEL,4552.46
ADD,DIR,342.847
ADD,DLA,3258.53
ADD,DMM,2264.18
ADD,DOH,2258.77
ADD,DXB,2518.96
ADD,EBB,1217.61
ADD,ENU,3452.06
ADD,FBM,2604.51
ADD,FCO,4481.06
ADD,FIH,2985.03
ADD,FRA,5349.49
ADD,GDQ,421.139
ADD,GMB,475.27
ADD,HGA,583.607
ADD,HKG,8106.55
ADD,HRE,3109.58
ADD,IST,3691.69
ADD,JED,1412.88
ADD,JIB,556.026
ADD,JIJ,439.85
ADD,JIM,262.413
ADD,JNB,4068
ADD,JRO,1392.81
ADD,JUB,916.231
ADD,KGL,1550
ADD,KRT,1000.22
ADD,KWI,2446.29
ADD,LAD,3456.99
ADD,LBV,3388.4
ADD,LFW,4148.41
ADD,LHR,5920.39
ADD,LLW,2591.47
ADD,LOS,3916.32
ADD,LUN,2933.56
ADD,MBA,1449.63
ADD,MCT,2633.14
ADD,MPM,3938.55
ADD,MQX,505.585
ADD,NBO,1163.61
ADD,NDJ,2620.46
ADD,NIM,4020.99
ADD,OUA,4417.02
ADD,PEK,8329.32
ADD,PNR,3354.46
ADD,PVG,8830.84
ADD,RUH,1963.96
ADD,SAH,932.027
ADD,SSG,3373.96
ADD,SZE,3373.96
ADD,TLV,2592.81
ADE,AHB,653.082
ADE,AMM,2294.71
ADE,ASM,714.393
ADE,AUH,1639.43
ADE,BBO,271.525
ADE,BOM,3052.55
ADE,CAI,2379.28
ADE,DMM,1596.46
ADE,DOH,1542.81
ADE,DXB,1755.53
ADE,GXF,534.359
ADE,IST,3504.87
ADE,JED,1164.57
ADE,MGQ,1202.97
ADE,RIY,511.752
